id;lat;long;fna;gna;nam;sag;cpd;cnr;cde;nde;nba;tes;cat;dom;tel;nrs;cp1;nor;mod;mai
472.00;-35.27485754;-63.215343873;Unidad Sanitaria Sansinena;Unidad Sanitaria;Sansinena;Dis. Ministerio de Salud BA;67900042;10066792200525;679;RIVADAVIA;SANSINENA;Municipal;C.A.P.S;Planta Urbana S/N;02337-495010;II;6233;Unidad Sanitaria Sansinena;Con Internación;
473.00;-35.84739484;-63.290329758;Unidad Sanitaria Roosevelt;Unidad Sanitaria;Roosevelt;Dis. Ministerio de Salud BA;67900077;50066792202757;679;RIVADAVIA;ROOSEVELT;Municipal;C.A.P.S;Juan Domingo Perón S/N;02337-493035;II;6403;UNIDAD SANITARIA ROOSEVELT;Sin internación;
474.00;-35.48432622;-62.974041246;Dispensario Munic. N° 1 Dr. E. Groppo;Dispensario;Munic. N° 1 Dr. E. Groppo;Dis. Ministerio de Salud BA;67900093;50066792201606;679;RIVADAVIA;AMERICA;Municipal;C.A.P.S;Carlos A. Dihel S/Nbo. Pos-Vía;02337-454555/2100;II;6237;CENTRO DE ATENCIÓN DR. ENRIQUE GROPPO;Sin internación;
475.00;-35.48560141;-62.966822233;Dispensario Munic. N° 3 Dr. H. Nieto;Dispensario;Munic. N° 3 Dr. H. Nieto;Dis. Ministerio de Salud BA;67900115;50066792201121;679;RIVADAVIA;AMERICA;Municipal;C.A.P.S;Gral. Rodríguez S/N Bo. Norte;02337-454553/452100;II;6237;CENTRO DE ATENCIÓN DR. HERMENEGILDO NIETO;Sin internación;
476.00;-35.49382006;-62.969119216;Dispensario Munic. N° r Dr. R. M. Zuccherino;Dispensario;Munic. N° r Dr. R. M. Zuccherino;Dis. Ministerio de Salud BA;67900107;50066792201122;679;RIVADAVIA;AMERICA;Municipal;C.A.P.S;Colón N° 393 Bo. FONAVI;02337-454518/2100;II;6237;CENTRO DE ATENCIÓN DR. RURILIO MANUEL ZUCCHERINO;Sin internación;
477.00;-35.55812399;-63.374282637;Unidad Sanitaria Dr. P. Barguero;Unidad Sanitaria;Dr. P. Barguero;Dis. Ministerio de Salud BA;67900034;50066792202243;679;RIVADAVIA;GONZALEZ MORENO;Municipal;C.A.P.S;Boulevard Pedro Bargero S/N;02302-496016;II;6239;Unidad Sanitaria Dr. Pedro Bargero;Con Internación;
478.00;-35.55513964;-63.374344430;Geriatrico Nélida G. de Giordano;Geriatrico;Nélida G. de Giordano;Dis. Ministerio de Salud BA;67900158;15066792206878;679;RIVADAVIA;GONZALEZ MORENO;Municipal;Geriátrico;Dr. P. Bargero y Manuel Belgrano;;II;6239;Hogar de Ancianos Nélida Garrido de Giordano;Sin internación;
479.00;-35.70059461;-63.021768820;Unidad Sanitaria Dr. J. I. Mateos;Unidad Sanitaria;Dr. J. I. Mateos;Dis. Ministerio de Salud BA;67900051;15066792200832;679;RIVADAVIA;FORTIN  OLAVARRIA;Municipal;C.A.P.S;Boulevard Eva Perón S/N;02337-491016;II;6403;Unidad Sanitaria Dr. Juan I. Mateos;Con Internación;
480.00;-35.70062624;-63.021203427;Hogar de Ancianos Dr. J. I. Mateos;Hogar;de Ancianos Dr. J. I. Mateos;Dis. Ministerio de Salud BA;67900131;15066792200832;679;RIVADAVIA;FORTIN  OLAVARRIA;Municipal;Geriátrico;Boulevard Eva Perón S/N;02337-491016;II;6403;Hogar de Ancianos Dr. Juan I. Mateos;Sin internación;
481.00;-35.49002919;-62.973105443;Extensión Territorial Referencia C.P.A. CARLOS TEJEDOR;Extensión Territorial;Referencia C.P.A. CARLOS TEJEDOR;Dis. Ministerio de Salud BA;67900166;50066792119873;679;RIVADAVIA;AMERICA;Provincial;Salud Mental - Adicciones;Sarmiento N° 359 Municipalidad de América;02337-453151/2006 in;II;6237;Extensión Territorial - Referencia C.P.A. CARLOS TEJEDOR;Sin internación;
482.00;-35.49296914;-62.985893963;Geriatrico Abuelos Comunitario Integrador Huellas;Geriatrico;Abuelos Comunitario Integrador Huellas;Dis. Ministerio de Salud BA;67900174;15066792216619;679;RIVADAVIA;AMERICA;Municipal;Geriátrico;Acceso Sur Cardenal Samoré;;II;6237;Complejo de Abuelos Comunitario Integrador Huellas;Sin internación;
483.00;-35.40295249;-59.325089430;Hospital  Municipal Dr. R. Carrillo;Hospital  Municipal;Dr. R. Carrillo;Dis. Ministerio de Salud BA;69300018;10066932200314;693;ROQUE PEREZ;ROQUE PEREZ;Municipal;Hospital;Rawson y Pte. Perón S/N;02227-491054/201;X;7245;Hospital Municipal Dr. Ramón Carrillo;Con Internación;
484.00;-35.40137795;-59.326548169;Hogar de Ancianos San Juan Bautista;Hogar;de Ancianos San Juan Bautista;Dis. Ministerio de Salud BA;69300077;15066932200822;693;ROQUE PEREZ;ROQUE PEREZ;Municipal;Geriátrico;Pte.Juan Domingo Perón S/N;02227-491303;X;7245;Hogar de Anciano San Juan Bautista;Sin internación;
485.00;-35.48707606;-59.100207938;Unidad Sanitaria Dr. C. Bozano;Unidad Sanitaria;Dr. C. Bozano;Dis. Ministerio de Salud BA;69300051;50066932202221;693;ROQUE PEREZ;CARLOS BEGUERIE;Municipal;C.A.P.S;Yapeyú y Belgrano S/N;02227-496080;X;7247;Unidad Sanitaria Dr. Carlos Bozano;Sin internación;
486.00;-35.38895169;-59.526635843;Sala de Primeros Auxilios Dr. J. Alvarez Ceballos;Sala de Primeros Auxilios;Dr. J. Alvarez Ceballos;Dis. Ministerio de Salud BA;69300069;50066932201820;693;ROQUE PEREZ;ROQUE PEREZ;Municipal;C.A.P.S;Cuatel 3°;02227-15621851;X;7245;SALA DE PRIMEROS AUXILIOS DR. JORGE ALVAREZ CEBALLOS;Sin internación;
487.00;-35.40319110;-59.324768817;C.P.A.(Centro Provincial de Atención)-Adicciones;C.P.A.;(Centro Provincial de Atención)-Adicciones;Dis. Ministerio de Salud BA;69300085;50066932119730;693;ROQUE PEREZ;ROQUE PEREZ;Provincial;Salud Mental - Adicciones;H. Irigoyen y Chacabuco;02227-491486;X;7245;C.P.A.(Centro Provincial de Atención)-Adicciones;Sin internación;
488.00;-35.57689183;-58.007685572;Hospital  Vicente de Paul;Hospital;Vicente de Paul;Dis. Ministerio de Salud BA;21800014;10062172200354;218;CHASCOMUS;CHASCOMUS;Municipal;Hospital;Av. Lastra e/ H. Irigoyen y Machado;02241-431339/1093;XI;7130;Hospital San Vicente de Paul;Con Internación;
489.00;-35.55516808;-58.015632071;Hogar de Ancianos Elena Helbert de Estefanell;Hogar;de Ancianos Elena Helbert de Estefanell;Dis. Ministerio de Salud BA;21800111;15062172200792;218;CHASCOMUS;CHASCOMUS;Municipal;Geriátrico;Los Cedros N° 124 Acceso Norte;02241-430958;XI;7130;Hogar de Ancianos Elena Helbert de Estefanell;Sin internación;hogar_deancianos@yahoo.com.ar
490.00;-35.56384887;-57.996670488;Centro Integrador Comunitario Dr. Horacio Quintín Bo. 30 de Mayo;Centro Integrador Comunitario;Dr. Horacio Quintín Bo. 30 de Mayo;Dis. Ministerio de Salud BA;21800189;50062172215008;218;CHASCOMUS;CHASCOMUS;Municipal;C.A.P.S;Boulevar 5 y Calle 2;;XI;7116;CIC Dr. Horacio Quintín;Sin internación;
491.00;-35.56113681;-58.013633120;Ctro. Periférico de Atenc. Primaria Bo. Jardín;Ctro. Periférico;de Atenc. Primaria Bo. Jardín;Dis. Ministerio de Salud BA;21800081;50062172202094;218;CHASCOMUS;CHASCOMUS;Municipal;C.A.P.S;Tucumán e/Julián Quintana y Casalins;;XI;7130;Centro Periférico de Atención Primaria Bo. Jardín;Sin internación;
492.00;-35.56739477;-57.991800002;Unidad Sanitaria Bo. Iporá;Unidad Sanitaria;Bo. Iporá;Dis. Ministerio de Salud BA;21800138;50062172202330;218;CHASCOMUS;CHASCOMUS;Municipal;C.A.P.S;Reconquista y México;;XI;7130;Unidad Sanitaria Barrio Iporá;Sin internación;
493.00;-35.57636180;-57.986688144;Unidad Sanitaria Gallo Blanco B. F. Moreno;Unidad Sanitaria;Gallo Blanco B. F. Moreno;Dis. Ministerio de Salud BA;21800090;50062172202304;218;CHASCOMUS;CHASCOMUS;Municipal;C.A.P.S;Estados Unidos e/Miramar y Las Flores;;XI;7130;Unidad Sanitaria Gallo Blanco (Baldomero Fernandez Moreno);Sin internación;
494.00;-36.57613273;-56.688028740;Unidad Sanitaria Mar del Tuyú;Unidad Sanitaria;Mar del Tuyú;Dis. Ministerio de Salud BA;42000039;50064202202440;420;DE LA COSTA;MAR DEL TUYU;Municipal;C.A.P.S;Calle 74 e/1 y Costanera S/N;02246-434555;VIII;7108;Unidad Sanitaria Mar del Tuyú;Sin internación;
495.00;-36.69293428;-56.685890238;C.A.P.S. San Bernardo;C.A.P.S.;San Bernardo;Dis. Ministerio de Salud BA;42000268;50064202201106;420;DE LA COSTA;SAN BERNARDO;Municipal;C.A.P.S;Falkner S/N;;VIII;7107;Centro Atención Primaria para la Salud San Bernardo;Sin internación;
496.00;-36.65807174;-56.681503149;Unidad Sanitaria Lucila del Mar;Unidad Sanitaria;Lucila del Mar;Dis. Ministerio de Salud BA;42000128;50064202206555;420;DE LA COSTA;LA LUCILA DEL MAR;Municipal;C.A.P.S;Mendoza N° 5130;02257-462305;VIII;7113;Unidad Sanitaria Lucila del Mar;Sin internación;
497.00;-36.70639986;-56.680802152;Consultorio Externo-Adicciones;Consultorio Externo;Adicciones;Dis. Ministerio de Salud BA;42000411;50064202119707;420;DE LA COSTA;MAR DE AJO;Provincial;Salud Mental - Adicciones;Mitre y SarmientoCentro Comunitario Mar de Ajo Norte;;VIII;7109;Consultorio Externo-Adicciones;Sin internación;
498.00;-36.55344207;-56.688194551;Dirección Especializada Promoción de la Salud;Dirección;Especializada Promoción de la Salud;Dis. Ministerio de Salud BA;42000209;;420;DE LA COSTA;MAR DEL TUYU;Municipal;Dirección;Costanera N° 5001;02246-433091/15;VIII;7108;Dirección Especializada Promoción de la Salud;Sin internación;salud@lacosta.gov.ar
499.00;-36.54289545;-56.714380643;C.A.P.S. Bo. Las Quintas;C.A.P.S.;Bo. Las Quintas;Dis. Ministerio de Salud BA;42000250;50064202201111;420;DE LA COSTA;SANTA TERESITA;Municipal;C.A.P.S;Calle 16 e/41y42;;VIII;7107;Centro de Atención Primaria Las Quintas;Sin internación;
500.00;-36.87985243;-60.327390616;Unidad Sanitaria Nº 2 Sarmiento;Unidad Sanitaria;Nº 2 Sarmiento;Dis. Ministerio de Salud BA;59500302;50065952202559;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Roque Saenz Peña N° 1450;02284-455696;IX;7400;Unidad Sanitaria N° 2 Sarmiento;Sin internación;
501.00;-36.87340202;-60.334068927;Unidad Sanitaria Nº 6 12 de Octubre;Unidad Sanitaria;Nº 6 12 de Octubre;Dis. Ministerio de Salud BA;59500451;50065952202649;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Hipólito Irigoyen N° 610 y calle 13 Bo. 12 de Octubre;02284-456553;IX;7400;Unidad Sanitaria N° 6 12 de Octubre;Sin internación;
502.00;-36.91233095;-60.327554685;Unidad Sanitaria N° 8 10 de Junio;Unidad Sanitaria;N° 8 10 de Junio;Dis. Ministerio de Salud BA;59500515;50065952202671;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Giovanelli N° 3867 Bo. 10 de Junio;02284-424415;IX;7400;Unidad Sanitaria N° 8 10 de Junio;Sin internación;
503.00;-36.92467621;-60.319998185;Unidad Sanitaria Nº 12 Bo. CECO;Unidad Sanitaria;Nº 12 Bo. CECO;Dis. Ministerio de Salud BA;59500337;50065952202487;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Calle 101 Bis Casa N° 500 - Bo. CECO;02284-451945;IX;7400;Unidad Sanitaria N° 12 Barrio CECO;Sin internación;
504.00;-36.87652941;-60.290585107;Unidad Sanitaria N° 23 Belén;Unidad Sanitaria;N° 23 Belén;Dis. Ministerio de Salud BA;59500647;50065952202567;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Av. Emiliozzi N° 5936 Belén;02284-422535;IX;7400;Unidad Sanitaria N° 23 Belén;Sin internación;
505.00;-36.94947597;-60.255294603;Unidad Sanitaria Nº 20 Bo. AOMA;Unidad Sanitaria;Nº 20 Bo. AOMA;Dis. Ministerio de Salud BA;59500507;50065952202559;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Genral Paz N° 11422 e/ Barcalá y Rosas Bo. AOMA;02284-450130;IX;7400;Unidad Sanitaria Nº 20 Barrio AOMA;Sin internación;
506.00;-36.89797670;-60.309117883;Unidad Sanitaria Nº 3 Amoroso;Unidad Sanitaria;Nº 3 Amoroso;Dis. Ministerio de Salud BA;59500094;50065952202593;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Dean Funes N° 3303;02284-421067;IX;7400;Unidad Sanitaria N° 3 Amoroso;Sin internación;
507.00;-36.90544950;-60.303132405;Unidad Sanitaria N° 24 Tiro Federal;Unidad Sanitaria;N° 24 Tiro Federal;Dis. Ministerio de Salud BA;59500655;;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Necochea N° 4840;02284-431542;IX;7400;Unidad Sanitaria N° 24 Tiro Federal;Sin internación;
508.00;-36.91310356;-60.294259929;Unidad Sanitaria N° 16 Va. Magdalena;Unidad Sanitaria;N° 16 Va. Magdalena;Dis. Ministerio de Salud BA;59500582;50065952202523;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Calle 121 N° 3082 Villa Magdalena;02284-429119;IX;7400;Unidad Sanitaria N° 16 Villa Magdalena;Sin internación;
509.00;-36.89365235;-60.299234655;Unidad Sanitaria Nº 5 Irigoyen;Unidad Sanitaria;Nº 5 Irigoyen;Dis. Ministerio de Salud BA;59500345;50065952202635;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Rufino Fal N° 4124;02284-420646;IX;7400;Unidad Sanitaria N° 5 Irigoyen;Sin internación;
510.00;-36.90745747;-60.315542460;Unidad Sanitaria Nº 1 Obrero;Unidad Sanitaria;Nº 1 Obrero;Dis. Ministerio de Salud BA;59500311;50065952202464;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Av. Del Valle N° 4291 Bo. Obrero;02284-425473;IX;7400;Unidad Sanitaria N° 1 Obrero;Sin internación;
511.00;-36.91351292;-60.313211391;Unidad Sanitaria Nº 22 Villa Mailin;Unidad Sanitaria;Nº 22 Villa Mailin;Dis. Ministerio de Salud BA;59500523;50065952202566;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Las Heras N° 4840 Villa Mailin;02284-451601;IX;7400;Unidad Sanitaria Nº 22 (Villa Mailin);Sin internación;
512.00;-36.89443084;-60.341639374;Unidad Sanitaria Nº 7 Independencia;Unidad Sanitaria;Nº 7 Independencia;Dis. Ministerio de Salud BA;59500477;50065952202659;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Pueyrredón N° 1704;02284-420794;IX;7400;Unidad Sanitaria Nº 7 Independencia;Sin internación;
513.00;-36.90761747;-60.332924076;Unidad Sanitaria Nº 17 Damaso Arce;Unidad Sanitaria;Nº 17 Damaso Arce;Dis. Ministerio de Salud BA;59500531;50065952202524;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;25 de Mayo N° 1125;02284-430023;IX;7400;Unidad Sanitaria Nº 17 Damaso Arce;Sin internación;
514.00;-36.90112668;-60.328044653;Unidad Sanitaria Nº 11 Rufino Fal;Unidad Sanitaria;Nº 11 Rufino Fal;Dis. Ministerio de Salud BA;59500329;50065952202486;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Lamadrid N° 1900;02284-431531;IX;7400;Unidad Sanitaria N° 11 Rufino Fal;Sin internación;
515.00;-36.88236474;-60.336398677;Unidad Sanitaria Nº 18 Alberdi;Unidad Sanitaria;Nº 18 Alberdi;Dis. Ministerio de Salud BA;59500540;50065952202532;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;San Martín N° 1106 Bo. Alberdi;02284-456306;IX;7400;Unidad Sanitaria Nº 18 Alberdi;Sin internación;
516.00;-36.88538547;-60.311793549;Centro de Hemoterapia;Centro;de Hemoterapia;Dis. Ministerio de Salud BA;59500612;;595;OLAVARRIA;OLAVARRIA;Provincial;Hemoterapia;Rivadavia N° 4057;02284-440800/04;IX;7400;Centro de Hemoterapia;Sin internación;
517.00;-36.92436634;-60.320095216;Unidad Sanitaria N° 25 ACUPO;Unidad Sanitaria;N° 25 ACUPO;Dis. Ministerio de Salud BA;59500663;50065952202572;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Calle 101 bis N° 3502 Bo. ACUPO;02284-421531;IX;7400;Unidad Sanitaria N° 25 ACUPO;Sin internación;
518.00;-36.86971795;-60.325291989;Unidad Sanitaria N° 26 Lourdes;Unidad Sanitaria;N° 26 Lourdes;Dis. Ministerio de Salud BA;59500671;50065952202577;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Grimaldi N° 894 Lourdes;;IX;7400;Unidad Sanitaria N° 26 Lourdes;Sin internación;
519.00;-36.53085216;-60.883475476;Unidad Sanitaria Nº 13 Blanca Grande;Unidad Sanitaria;Nº 13 Blanca Grande;Dis. Ministerio de Salud BA;59500019;50065952202496;595;OLAVARRIA;BLANCAGRANDE;Municipal;C.A.P.S;Calle 5 Quebracho y Calle 6 Plátanos;;IX;6561;Unidad Sanitaria N° 13 Blanca Grande;Sin internación;
520.00;-36.41431241;-60.670729871;Hosp. Local Munic. de Espigas;Hosp. Local;Munic. de Espigas;Dis. Ministerio de Salud BA;59500167;10065952200269;595;OLAVARRIA;ESPIGAS;Municipal;Hospital;Dr. Udo Bress e/10 y 12 S/N;02314-493011;IX;6561;Hospital Municipal de Espigas;Con Internación;
521.00;-36.94436816;-60.108315996;Unidad Sanitaria Nº 9 San Miguel;Unidad Sanitaria;Nº 9 San Miguel;Dis. Ministerio de Salud BA;59500124;50065952202676;595;OLAVARRIA;COLONIA SAN MIGUEL;Municipal;C.A.P.S;San Martín e/25 de Mayo y 9 de Julio;;IX;7403;Unidad Sanitaria N° 9 San Miguel;Sin internación;
522.00;-37.12610008;-60.415201287;Unidad Sanitaria N° 15 Santa Luisa;Unidad Sanitaria;N° 15 Santa Luisa;Dis. Ministerio de Salud BA;59500281;50065952202514;595;OLAVARRIA;SANTA LUISA;Municipal;C.A.P.S;planta Urbana;;IX;7401;UNIDAD SANITARIA N° 15 SANTA LUISA;Sin internación;
523.00;-36.86518283;-60.158766467;Hosp. Local Esp. en Psiquiat. de Hinojo;Hosp. Local;Esp. en Psiquiat. de Hinojo;Dis. Ministerio de Salud BA;59500027;10065952218377;595;OLAVARRIA;HINOJO;Municipal;Hospital;Calle 5 e/Av. 14 y 16S/N;02284-491052;IX;7318;Hospital Local Especializado en Psiquiatría de Hinojo;Con Internación;
524.00;-36.84531590;-60.234793804;Unidad Sanitaria Nº 4 Sierra Chica;Unidad Sanitaria;Nº 4 Sierra Chica;Dis. Ministerio de Salud BA;59500353;50065952202620;595;OLAVARRIA;SIERRA CHICA;Municipal;C.A.P.S;Pablo Sbardolini e/Marelli y Uriarte S/N;02284-422229;IX;7401;Unidad Sanitaria N° 4 Sierra Chica;Sin internación;
525.00;-36.97275490;-60.264564209;Unidad Sanitaria Nº 21 Loma Negra;Unidad Sanitaria;Nº 21 Loma Negra;Dis. Ministerio de Salud BA;59500469;50065952202565;595;OLAVARRIA;LOMA NEGRA;Municipal;C.A.P.S;1° de Mayo N° 1458;02284-493291;IX;7403;Unidad Sanitaria N° 21 Loma Negra;Sin internación;
526.00;-36.88024496;-60.178702509;Unidad Sanitaria Nº 19 Colonia Hinojo;Unidad Sanitaria;Nº 19 Colonia Hinojo;Dis. Ministerio de Salud BA;59500566;50065952202543;595;OLAVARRIA;COLONIA HINOJO;Municipal;C.A.P.S;Av. Fundadores N° 1206;02284-491515;IX;7318;Unidad Sanitaria N° 19 Colonia Hinojo;Sin internación;
527.00;-36.93022382;-60.163772056;Hospital  Municipal  Sierras Bayas A. Iglesias;Hospital  Municipal;Sierras Bayas A. Iglesias;Dis. Ministerio de Salud BA;59500591;10065952200294;595;OLAVARRIA;SIERRAS BAYAS;Municipal;Hospital;Dr. Miguel Smirnoff N° 2362;02284-492105;IX;7403;Hospital Municipal Sierras Bayas Arturo Iglesias;Con Internación;
528.00;-36.64968034;-61.085009124;Unidad Sanitaria Nº 14 Recalde;Unidad Sanitaria;Nº 14 Recalde;Dis. Ministerio de Salud BA;59500116;50065952202507;595;OLAVARRIA;RECALDE;Municipal;C.A.P.S;José Sanardi y Calle 12 esq.Sur;02384-499120;IX;6559;Unidad Sanitaria N° 14 Recalde;Sin internación;
529.00;-36.88480096;-60.311061637;Hosp. Zonal Esp. en Oncología L. Fortabat;Hosp. Zonal;Esp. en Oncología L. Fortabat;Dis. Ministerio de Salud BA;59500191;14065952100666;595;OLAVARRIA;OLAVARRIA;Provincial;Hospital;Rivadavia N° 4135;02284-423790/9514 /1;IX;7400;Hospital Zonal Especializado de Oncología Luciano Fortabat;Con Internación;personal-oncologico@gba.gov.ar
530.00;-36.88554225;-60.311989975;Hospital  Municipal  Dr. Héctor Cura;Hospital  Municipal;Dr. Héctor Cura;Dis. Ministerio de Salud BA;59500078;10065952200408;595;OLAVARRIA;OLAVARRIA;Municipal;Hospital;Rivadavia N° 4057;02284-440800/806;IX;7400;Hospital Municipal Dr. Héctor Cura;Con Internación;
531.00;-36.92600107;-60.317631008;Unidad Sanitaria N° 27 CIC;Unidad Sanitaria;N° 27 CIC;Dis. Ministerio de Salud BA;59500680;50065952207018;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Calle 113 bis N° 601 y 12 bis;02284-455200;IX;7400;Unidad Sanitaria N° 27 CIC;Sin internación;
533.00;-36.88883348;-60.327889548;Policlinica Pueblo Nuevo;Policlinica;Pueblo Nuevo;Dis. Ministerio de Salud BA;59500159;;595;OLAVARRIA;OLAVARRIA;Municipal;C.A.P.S;Maipú Nº 2832;;IX;7400;Policlínica Pueblo Nuevo;Sin internación;
534.00;-36.40782602;-56.944216587;Hosp. Munic Sagrado Corazón de Jesús;Hosp. Munic;Sagrado Corazón de Jesús;Dis. Ministerio de Salud BA;33600015;10063362200352;336;GENERAL LAVALLE;GENERAL LAVALLE;Municipal;Hospital;Arturo de la Serna N° 1064;02252-491037;VIII;7103;Hospital Municipal Sagrado Corazón de Jesús;Con Internación;lavallehospital@hotmail.com
535.00;-36.40863104;-56.937976047;Sala de Primeros Auxilios Paraje Pavón;Sala de Primeros Auxilios;Paraje Pavón;Dis. Ministerio de Salud BA;33600112;50063362201914;336;GENERAL LAVALLE;GENERAL LAVALLE;Municipal;C.A.P.S;Hector J. Camporas S/N;;VIII;7103;Sala de Primeros Auxilios Paraje Pavón;Sin internación;
536.00;-35.56572902;-58.019073495;Unidad Sanitaria Roque Carranza;Unidad Sanitaria;Roque Carranza;Dis. Ministerio de Salud BA;21800120;50062172202758;218;CHASCOMUS;CHASCOMUS;Municipal;C.A.P.S;Juarez e/26 de Julio y Bo. Correa;;XI;7130;Unidad Sanitaria Roque Carranza;Sin internación;
537.00;-35.56665185;-57.984898395;Unidad Sanitaria Bo. El Porteño;Unidad Sanitaria;Bo. El Porteño;Dis. Ministerio de Salud BA;21800103;50062172202084;218;CHASCOMUS;CHASCOMUS;Municipal;C.A.P.S;Lucio V. Mansilla y Calle 3;;XI;7130;Unidad Sanitaria Barrio El Porteño;Sin internación;
538.00;-35.57679954;-58.007350905;Centro Provincial de Atención;C.P.A.;Centro Provincial de Atención;Dis. Ministerio de Salud BA;21800197;50062172119669;218;CHASCOMUS;CHASCOMUS;Provincial;Salud Mental - Adicciones;Calle 2 y Boulevard 5 - C.I.C.;;XI;7130;Centro Provincial de Atención;Sin internación;
539.00;-35.87344492;-57.890911815;Sala Municipal de Atención Primaria (Bo. El T;Sala;Municipal de Atención Primaria (Bo. El T;Dis. Ministerio de Salud BA;46600146;50062172201948;466;LEZAMA;LEZAMA;Municipal;C.A.P.S;Rivadavia y Pellegrini Bo. El Tero;;XI;7116;Sala Municipal de Atención Primaria (Bo. El Tero);Sin internación;
540.00;-35.88147133;-57.899428686;Hospital  Municipal pal Quijano;Hospital  Municipal;pal Quijano;Dis. Ministerio de Salud BA;46600049;10062172200303;466;LEZAMA;LEZAMA;Municipal;Hospital;Desvío Ruta 57 S/N;02242-432149/2819;XI;7116;Hospital Municipal Dr. Francisco Quijano;Con Internación;hospitalquijano@yahoo.com.ar
541.00;-35.87137952;-57.887826779;C.A.P.S. San Patricio;C.A.P.S.;San Patricio;Dis. Ministerio de Salud BA;46600154;52062172207498;466;LEZAMA;LEZAMA;Municipal;C.A.P.S;Bourchard y Belgrano;;XI;7116;Sala de Atención Primaria San Patricio;Sin internación;
542.00;-35.88897777;-57.888760668;UPA 7;UPA;7;Dis. Ministerio de Salud BA;46600200;50060282118882;466;LEZAMA;LEZAMA;Provincial;U.P.A.;Autovía 2 Km. 157;;XI;7116;UPA 7;Con Internación;
543.00;-35.62415015;-61.377779482;Unidad Sanitaria y Asilo Dr. Albert Schweitzer;Unidad Sanitaria;y Asilo Dr. Albert Schweitzer;Dis. Ministerio de Salud BA;14700050;15061472200678;147;CARLOS CASARES;CARLOS CASARES;Municipal;C.A.P.S;Hortensia S/N;-;II;6530;Unidad Sanitaria Dr. Albert Schweitzer;Con Internación;
545.00;-35.63633435;-61.364087373;Hospital  Municipal  Dr. Julio F. Ramos;Hospital  Municipal;Dr. Julio F. Ramos;Dis. Ministerio de Salud BA;14700041;10061472200306;147;CARLOS CASARES;CARLOS CASARES;Municipal;Hospital;Av. Dr.Julio F. Ramos N° 254;02395-452266/2460/51;II;B6530BEP;Hospital Municipal Dr. Julio F. Ramos;Con Internación;hospitalcscs@intercasares.com.ar
546.00;-35.61538005;-61.355565861;Unidad Sanitaria Santa Teresa;Unidad Sanitaria;Santa Teresa;Dis. Ministerio de Salud BA;14700092;50061472202828;147;CARLOS CASARES;CARLOS CASARES;Municipal;C.A.P.S;Cnel. Suarez y Córdoba;-;II;6530;UNIDAD SANITARIA SANTA TERESA;Sin internación;
547.00;-35.62345263;-61.355928270;Sala de Primeros Auxilios Dr. Roberto Gutiérrez;Sala de Primeros Auxilios;Dr. Roberto Gutiérrez;Dis. Ministerio de Salud BA;14700181;50061472201921;147;CARLOS CASARES;CARLOS CASARES;Municipal;C.A.P.S;Av. 9 de Julio y Lavalle;02395-452863;II;6530;Sala de Primeros Auxilios Dr. Roberto Gutiérrez;Sin internación;
548.00;-35.62943139;-61.371186232;Sala de Primeros Auxilios Sind. Trab. y Empl. Municipales;Sala de Primeros Auxilios;Sind. Trab. y Empl. Municipales;Dis. Ministerio de Salud BA;14700157;50061472201890;147;CARLOS CASARES;CARLOS CASARES;Municipal;C.A.P.S;Moreno N° 287;-;II;6530;SALA DE PRIMEROS AUX. SIND. DE TRABAJADORES Y EMPLEADOS MUNICIPALES;Sin internación;
549.00;-35.61793685;-61.352928085;Centro Integrador Comunitario Carlos Casares;Centro Integrador Comunitario;Carlos Casares;Dis. Ministerio de Salud BA;14700203;53061472215001;147;CARLOS CASARES;CARLOS CASARES;Municipal;C.A.P.S;Almirante Brown y Entre Rios;;II;6530;CIC Carlos Casares;Sin internación;
550.00;-35.61590567;-61.369005970;Ctro. Periférico Dr. Jose Passerini;Ctro. Periférico;Dr. Jose Passerini;Dis. Ministerio de Salud BA;14700165;50061472201957;147;CARLOS CASARES;CARLOS CASARES;Municipal;C.A.P.S;Av. San Martín S/N;02395-454416;II;6530;CENTRO PERIFERICO DR. JOSE PASSERINI;Sin internación;
